sms_text,category,amount
Blinkit INR 340.80 on 27-11-2025 UTR: BLK3408 via Paytm.,Groceries,340.8
Zepto INR 560 via Paytm on 28-11-2025 Ref: ZP560 via HDFC.,Groceries,560.0
Local Kirana INR 210 on 29-11-2025 Ref No: LK210 via SBI.,Groceries,210.0
Electricity bill INR 6500 on 30-11-2025 Ref ID: EB6500 via Axis Bank.,Bills,6500.0
Water bill INR 880 on 01-12-2025 UTR: WB880 via Paytm.,Bills,880.0
Mobile recharge INR 129 via Paytm on 02-12-2025 Ref: MR129 via HDFC.,Bills,129.0
Gas bill INR 620 on 03-12-2025 Ref No: GB620 via SBI.,Bills,620.0
Netflix INR 1199 on 04-12-2025 Ref ID: NF1199 via Axis Bank.,Bills,1199.0
Dr. Nair Consultation INR 950 on 05-12-2025 UTR: DN950 via Paytm.,Medical,950.0
Pharmacy INR 340 on 06-12-2025 Ref: PH340 via HDFC.,Medical,340.0
Apollo Diagnostics INR 780 on 07-12-2025 Ref ID: AD780 via SBI.,Medical,780.0
Health Checkup INR 1499 at Fortis on 08-12-2025 UTR: FH1499 via Axis Bank.,Medical,1499.0
MedPlus INR 2600 on 09-12-2025 Ref No: MP2600 via Paytm.,Medical,2600.0
Rs. 150.75 credited to your HDFC Bank account from Zomato. Ref ID: ZM12345. Transaction on 07-12-2025.,Food,150.75
Rs. 420 debited via UPI to Pizza Hut (Food). Ref: PH9876. Date: 06-12-2025.,Food,420.0
Rs. 75.50 spent on Tea Stall via Paytm UPI. Ref ID: TS0012. 05-12-2025.,Food,75.5
Rs. 250.00 deducted for your order at Domino's. UPI Ref: DM5678. Date: 04-12-2025.,Food,250.0
Rs. 199.99 paid to Burger King via SBI UPI. Ref: BK2025. 03-12-2025.,Food,199.99
Rs. 320.00 debited to KFC via HDFC. Ref ID: KFC321. Date: 02-12-2025.,Food,320.0
Rs. 89.90 spent on Coffee at Cafe Coffee Day via Axis UPI. Ref: CCD456. 01-12-2025.,Food,89.9
Rs. 560.00 paid to Foodpanda. Ref ID: FP7890. Date: 30-11-2025.,Food,560.0
Rs. 45.00 debited for street food at local stall via ICICI UPI. Ref: LS123. 29-11-2025.,Food,45.0
Rs. 310.25 credited to your Paytm Wallet from Zomato. Ref: ZM9876. 28-11-2025.,Food,310.25
Rs. 180.00 spent on dinner at Olive Kitchen via SBI. Ref ID: OK4567. 27-11-2025.,Food,180.0
Rs. 99.99 debited to McDonald's via HDFC. Ref: MCD321. 26-11-2025.,Food,99.99
Rs. 210.50 paid to Swiggy for lunch. Ref ID: SW1234. 25-11-2025.,Food,210.5
Rs. 55.55 debited to local tea stall via Axis. Ref: TS987. 24-11-2025.,Food,55.55
Rs. 375.00 spent on a family dinner at Barbeque Nation via Paytm. Ref: BBN456. 23-11-2025.,Food,375.0
Rs. 68.40 paid to Pizza Hut via ICICI. Ref ID: PH654. 22-11-2025.,Food,68.4
Rs. 240.00 debited for a birthday cake from Cake Zone via HDFC. Ref: CZ321. 21-11-2025.,Food,240.0
Rs. 130.75 spent on lunch at local dhaba via SBI. Ref ID: LD987. 20-11-2025.,Food,130.75
Rs. 499.00 debited to Uber Eats via Paytm. Ref: UE6543. 19-11-2025.,Food,499.0
Rs. 850.00 credited to your account from Blinkit. Ref ID: BLK123. 18-12-2025.,Groceries,850.0
Rs. 320.45 debited for groceries at DMart via HDFC. Ref: DM9876. 17-12-2025.,Groceries,320.45
Rs. 150.00 spent on Zepto order via SBI UPI. Ref ID: ZP4567. 16-12-2025.,Groceries,150.0
Rs. 75.25 debited for local kirana purchase via Axis. Ref: KK1234. 15-12-2025.,Groceries,75.25
Rs. 410.00 paid to BigBasket via Paytm. Ref ID: BB5678. 14-12-2025.,Groceries,410.0
Rs. 230.90 debited for grocery from Spencer's via ICICI. Ref: SP987. 13-12-2025.,Groceries,230.9
Rs. 199.99 spent on Blinkit order via HDFC. Ref ID: BLK321. 12-12-2025.,Groceries,199.99
Rs. 85.00 debited for local market via SBI. Ref: LM654. 11-12-2025.,Groceries,85.0
Rs. 600.00 paid to Zepto for weekly supplies via Paytm. Ref ID: ZP7890. 10-12-2025.,Groceries,600.0
Rs. 340.55 debited to DMart via Axis. Ref: DM123. 09-12-2025.,Groceries,340.55
Rs. 120.00 spent on kirana store via ICICI. Ref ID: KS456. 08-12-2025.,Groceries,120.0
Rs. 275.75 debited for Blinkit via HDFC. Ref: BLK987. 07-12-2025.,Groceries,275.75
Rs. 190.00 credited from Zepto via SBI. Ref ID: ZP321. 06-12-2025.,Groceries,190.0
Rs. 450.00 debited for BigBasket order via Paytm. Ref: BB654. 05-12-2025.,Groceries,450.0
Rs. 99.99 spent at local kirana via Axis. Ref ID: KK789. 04-12-2025.,Groceries,99.99
Rs. 310.00 debited for DMart purchase via ICICI. Ref: DM456. 03-12-2025.,Groceries,310.0
Rs. 210.50 paid to Blinkit via HDFC. Ref ID: BLK321. 02-12-2025.,Groceries,210.5
Rs. 560.00 debited for Zepto groceries via Paytm. Ref: ZP987. 01-12-2025.,Groceries,560.0
Rs. 75.00 spent on local market via SBI. Ref ID: LM123. 30-11-2025.,Groceries,75.0
Rs. 425.30 debited to Uber for ride. Ref: UB1234. Date: 09-12-2025.,Travel,425.3
Rs. 150.00 paid for Rapido ride via Paytm. Ref ID: RP5678. 08-12-2025.,Travel,150.0
"Rs. 2,500.00 debited for IRCTC train ticket via HDFC. Ref: IRCTC9012. 07-12-2025.",Travel,2500.0
Rs. 300.00 spent on petrol at Indian Oil via SBI. Ref ID: IO3456. 06-12-2025.,Travel,300.0
"Rs. 1,200.00 paid for flight booking via Paytm. Ref: FL1234. 05-12-2025.",Travel,1200.0
Rs. 650.00 debited for Uber ride via Axis. Ref ID: UB7890. 04-12-2025.,Travel,650.0
Rs. 85.50 spent on Rapido scooter via ICICI. Ref: RP321. 03-12-2025.,Travel,85.5
"Rs. 2,750.00 paid for AC coach on IRCTC via Paytm. Ref ID: IRCTC654. 02-12-2025.",Travel,2750.0
Rs. 420.00 debited for petrol at Bharat Petroleum via HDFC. Ref: BP987. 01-12-2025.,Travel,420.0
Rs. 180.00 spent on Uber pool via SBI. Ref ID: UB456. 30-11-2025.,Travel,180.0
Rs. 95.75 paid for Rapido ride via Axis. Ref: RP123. 29-11-2025.,Travel,95.75
"Rs. 3,100.00 debited for flight ticket via Paytm. Ref ID: FL7890. 28-11-2025.",Travel,3100.0
Rs. 250.00 spent on petrol at Hindustan Petroleum via ICICI. Ref: HP456. 27-11-2025.,Travel,250.0
"Rs. 1,800.00 paid for train ticket on IRCTC via HDFC. Ref ID: IRCTC321. 26-11-2025.",Travel,1800.0
Rs. 375.00 debited for Uber taxi via Paytm. Ref: UB9876. 25-11-2025.,Travel,375.0
Rs. 110.00 spent on Rapido via SBI. Ref ID: RP654. 24-11-2025.,Travel,110.0
"Rs. 2,200.00 paid for flight via Axis. Ref: FL321. 23-11-2025.",Travel,2200.0
Rs. 340.00 debited for petrol at Shell via ICICI. Ref ID: SH123. 22-11-2025.,Travel,340.0
Rs. 500.00 spent on Uber ride via HDFC. Ref: UB4567. 21-11-2025.,Travel,500.0
Rs. 75.00 paid for Rapido via Paytm. Ref ID: RP987. 20-11-2025.,Travel,75.0
"Rs. 1,650.00 debited for train ticket via SBI. Ref: IRCTC654. 19-11-2025.",Travel,1650.0
Rs. 280.00 spent on petrol at Reliance Fuel via Axis. Ref ID: RF321. 18-11-2025.,Travel,280.0
"Rs. 2,050.00 paid for flight booking via Paytm. Ref: FL987. 17-11-2025.",Travel,2050.0
Rs. 120.00 debited for Uber via HDFC. Ref ID: UB321. 16-11-2025.,Travel,120.0
Rs. 55.75 spent on Rapido ride via ICICI. Ref: RP456. 15-11-2025.,Travel,55.75
"Rs. 3,300.00 paid for international flight via Paytm. Ref ID: FL654. 14-11-2025.",Travel,3300.0
Rs. 210.00 debited for petrol at HPCL via SBI. Ref: HP123. 13-11-2025.,Travel,210.0
"Rs. 1,400.00 spent on train ticket via HDFC. Ref ID: IRCTC987. 12-11-2025.",Travel,1400.0
Rs. 250.00 paid for Uber via Axis. Ref: UB654. 11-11-2025.,Travel,250.0
Rs. 90.00 debited for Rapido via Paytm. Ref ID: RP321. 10-11-2025.,Travel,90.0
"Rs. 2,750.00 paid for flight via HDFC. Ref: FL123. 09-11-2025.",Travel,2750.0
Rs. 340.50 spent on petrol at Indian Oil via ICICI. Ref ID: IO456. 08-11-2025.,Travel,340.5
"Rs. 1,200.00 debited for train ticket via Paytm. Ref: IRCTC789. 07-11-2025.",Travel,1200.0
Rs. 180.00 paid for Uber via SBI. Ref ID: UB987. 06-11-2025.,Travel,180.0
Rs. 65.25 spent on Rapido via Axis. Ref: RP654. 05-11-2025.,Travel,65.25
"Rs. 3,500.00 debited for flight booking via Paytm. Ref ID: FL321. 04-11-2025.",Travel,3500.0
Rs. 275.00 paid for petrol at Bharat Petroleum via HDFC. Ref: BP987. 03-11-2025.,Travel,275.0
"Rs. 2,100.00 spent on train ticket via ICICI. Ref ID: IRCTC456. 02-11-2025.",Travel,2100.0
Rs. 130.00 debited for Uber via Paytm. Ref: UB321. 01-11-2025.,Travel,130.0
Rs. 80.00 spent on Rapido via SBI. Ref ID: RP123. 31-10-2025.,Travel,80.0
"Rs. 1,950.00 paid for flight via Axis. Ref: FL987. 30-10-2025.",Travel,1950.0
Rs. 310.00 debited for petrol at HPCL via ICICI. Ref ID: HP654. 29-10-2025.,Travel,310.0
"Rs. 1,500.00 spent on train ticket via Paytm. Ref: IRCTC321. 28-10-2025.",Travel,1500.0
Rs. 220.00 paid for Uber via HDFC. Ref ID: UB456. 27-10-2025.,Travel,220.0
Rs. 70.00 debited for Rapido via Axis. Ref: RP789. 26-10-2025.,Travel,70.0
"Rs. 2,300.00 paid for flight via Paytm. Ref ID: FL654. 25-10-2025.",Travel,2300.0
Rs. 340.00 spent on petrol at Indian Oil via SBI. Ref: IO321. 24-10-2025.,Travel,340.0
"Rs. 1,750.00 debited for train ticket via HDFC. Ref ID: IRCTC987. 23-10-2025.",Travel,1750.0
Rs. 260.00 paid for Uber via Paytm. Ref: UB123. 22-10-2025.,Travel,260.0
Rs. 95.00 spent on Rapido via ICICI. Ref ID: RP456. 21-10-2025.,Travel,95.0
"Rs. 2,600.00 debited for flight via Axis. Ref: FL789. 20-10-2025.",Travel,2600.0
Rs. 285.00 paid for petrol at HPCL via Paytm. Ref ID: HP123. 19-10-2025.,Travel,285.0
"Rs. 1,300.00 spent on train ticket via SBI. Ref: IRCTC654. 18-10-2025.",Travel,1300.0
Rs. 150.00 debited for Uber via HDFC. Ref ID: UB987. 17-10-2025.,Travel,150.0
Rs. 60.00 paid for Rapido via Axis. Ref: RP321. 16-10-2025.,Travel,60.0
"Rs. 3,200.00 spent on flight via Paytm. Ref ID: FL456. 15-10-2025.",Travel,3200.0
Rs. 300.00 debited for petrol at Indian Oil via ICICI. Ref: IO987. 14-10-2025.,Travel,300.0
"Rs. 1,850.00 paid for train ticket via HDFC. Ref ID: IRCTC321. 13-10-2025.",Travel,1850.0
Rs. 200.00 spent on Uber via Paytm. Ref: UB654. 12-10-2025.,Travel,200.0
Rs. 85.00 debited for Rapido via SBI. Ref ID: RP987. 11-10-2025.,Travel,85.0
"Rs. 2,900.00 paid for flight via Axis. Ref: FL123. 10-10-2025.",Travel,2900.0
Rs. 325.00 spent on petrol at Bharat Petroleum via Paytm. Ref ID: BP456. 09-10-2025.,Travel,325.0
"Rs. 1,400.00 debited for train ticket via ICICI. Ref: IRCTC789. 08-10-2025.",Travel,1400.0
Rs. 175.00 paid for Uber via HDFC. Ref ID: UB321. 07-10-2025.,Travel,175.0
Rs. 70.00 spent on Rapido via Axis. Ref: RP654. 06-10-2025.,Travel,70.0
"Rs. 2,450.00 debited for flight via Paytm. Ref ID: FL987. 05-10-2025.",Travel,2450.0
Rs. 340.00 paid for petrol at HPCL via SBI. Ref: HP321. 04-10-2025.,Travel,340.0
"Rs. 1,600.00 spent on train ticket via HDFC. Ref ID: IRCTC456. 03-10-2025.",Travel,1600.0
Rs. 210.00 debited for Uber via Paytm. Ref: UB456. 02-10-2025.,Travel,210.0
Rs. 55.00 spent on Rapido via ICICI. Ref ID: RP123. 01-10-2025.,Travel,55.0
"Rs. 3,100.00 paid for flight via Axis. Ref: FL654. 30-09-2025.",Travel,3100.0
Rs. 295.00 debited for petrol at Indian Oil via Paytm. Ref ID: IO456. 29-09-2025.,Travel,295.0
"Rs. 1,750.00 spent on train ticket via SBI. Ref: IRCTC321. 28-09-2025.",Travel,1750.0
Rs. 190.00 paid for Uber via HDFC. Ref ID: UB987. 27-09-2025.,Travel,190.0
Rs. 65.00 debited for Rapido via Axis. Ref: RP789. 26-09-2025.,Travel,65.0
"Rs. 2,800.00 paid for flight via Paytm. Ref ID: FL123. 25-09-2025.",Travel,2800.0
Rs. 310.00 spent on petrol at Bharat Petroleum via ICICI. Ref: BP654. 24-09-2025.,Travel,310.0
"Rs. 1,300.00 debited for train ticket via HDFC. Ref ID: IRCTC987. 23-09-2025.",Travel,1300.0
Rs. 220.00 paid for Uber via Paytm. Ref: UB321. 22-09-2025.,Travel,220.0
Rs. 75.00 spent on Rapido via SBI. Ref ID: RP456. 21-09-2025.,Travel,75.0
"Rs. 3,400.00 debited for flight via Axis. Ref: FL789. 20-09-2025.",Travel,3400.0
Rs. 280.00 paid for petrol at HPCL via Paytm. Ref ID: HP123. 19-09-2025.,Travel,280.0
"Rs. 1,650.00 spent on train ticket via ICICI. Ref: IRCTC654. 18-09-2025.",Travel,1650.0
Rs. 180.00 debited for Uber via HDFC. Ref ID: UB456. 17-09-2025.,Travel,180.0
Rs. 60.00 paid for Rapido via Axis. Ref: RP321. 16-09-2025.,Travel,60.0
"Rs. 2,950.00 spent on flight via Paytm. Ref ID: FL987. 15-09-2025.",Travel,2950.0
Rs. 330.00 debited for petrol at Indian Oil via SBI. Ref: IO654. 14-09-2025.,Travel,330.0
"Rs. 1,800.00 paid for train ticket via HDFC. Ref ID: IRCTC321. 13-09-2025.",Travel,1800.0
Rs. 240.00 spent on Uber via Paytm. Ref: UB123. 12-09-2025.,Travel,240.0
Rs. 85.00 debited for Rapido via ICICI. Ref ID: RP987. 11-09-2025.,Travel,85.0
"Rs. 2,600.00 paid for flight via Axis. Ref: FL456. 10-09-2025.",Travel,2600.0
Rs. 295.00 spent on petrol at Bharat Petroleum via Paytm. Ref ID: BP321. 09-09-2025.,Travel,295.0
"Rs. 1,500.00 debited for train ticket via SBI. Ref: IRCTC789. 08-09-2025.",Travel,1500.0
Rs. 210.00 paid for Uber via HDFC. Ref ID: UB654. 07-09-2025.,Travel,210.0
Rs. 70.00 spent on Rapido via Axis. Ref: RP123. 06-09-2025.,Travel,70.0
"Rs. 3,200.00 debited for flight via Paytm. Ref ID: FL321. 05-09-2025.",Travel,3200.0
Rs. 340.00 paid for petrol at HPCL via ICICI. Ref: HP456. 04-09-2025.,Travel,340.0
"Rs. 1,650.00 spent on train ticket via HDFC. Ref ID: IRCTC987. 03-09-2025.",Travel,1650.0
Rs. 190.00 debited for Uber via Paytm. Ref: UB987. 02-09-2025.,Travel,190.0
Rs. 55.00 paid for Rapido via SBI. Ref ID: RP654. 01-09-2025.,Travel,55.0
"Rs. 3,500.00 spent on flight via Axis. Ref: FL789. 31-08-2025.",Travel,3500.0
Rs. 310.00 debited for petrol at Indian Oil via Paytm. Ref ID: IO123. 30-08-2025.,Travel,310.0
"Rs. 1,400.00 paid for train ticket via ICICI. Ref: IRCTC321. 29-08-2025.",Travel,1400.0
Rs. 225.00 spent on Uber via HDFC. Ref ID: UB321. 28-08-2025.,Travel,225.0
Rs. 65.00 debited for Rapido via Axis. Ref: RP456. 27-08-2025.,Travel,65.0
"Rs. 2,900.00 paid for flight via Paytm. Ref ID: FL987. 26-08-2025.",Travel,2900.0
Rs. 285.00 spent on petrol at Bharat Petroleum via SBI. Ref: BP654. 25-08-2025.,Travel,285.0
"Rs. 1,750.00 debited for train ticket via HDFC. Ref ID: IRCTC456. 24-08-2025.",Travel,1750.0
Rs. 200.00 paid for Uber via Paytm. Ref: UB654. 23-08-2025.,Travel,200.0
Rs. 80.00 spent on Rapido via ICICI. Ref ID: RP321. 22-08-2025.,Travel,80.0
"Rs. 3,100.00 debited for flight via Axis. Ref: FL123. 21-08-2025.",Travel,3100.0
Rs. 340.00 paid for petrol at HPCL via Paytm. Ref ID: HP987. 20-08-2025.,Travel,340.0
"Rs. 1,600.00 spent on train ticket via SBI. Ref: IRCTC654. 19-08-2025.",Travel,1600.0
Rs. 210.00 debited for Uber via HDFC. Ref ID: UB987. 18-08-2025.,Travel,210.0
Rs. 60.00 paid for Rapido via Axis. Ref: RP456. 17-08-2025.,Travel,60.0
"Rs. 2,800.00 spent on flight via Paytm. Ref ID: FL321. 16-08-2025.",Travel,2800.0
Rs. 295.00 debited for petrol at Indian Oil via ICICI. Ref: IO654. 15-08-2025.,Travel,295.0
"Rs. 1,500.00 paid for train ticket via HDFC. Ref ID: IRCTC987. 14-08-2025.",Travel,1500.0
Rs. 230.00 spent on Uber via Paytm. Ref: UB123. 13-08-2025.,Travel,230.0
Rs. 85.00 debited for Rapido via SBI. Ref ID: RP789. 12-08-2025.,Travel,85.0
"Rs. 3,200.00 paid for flight via Axis. Ref: FL456. 11-08-2025.",Travel,3200.0
Rs. 310.00 spent on petrol at Bharat Petroleum via Paytm. Ref ID: BP321. 10-08-2025.,Travel,310.0
"Rs. 1,300.00 debited for train ticket via ICICI. Ref: IRCTC654. 09-08-2025.",Travel,1300.0
Rs. 190.00 paid for Uber via HDFC. Ref ID: UB456. 08-08-2025.,Travel,190.0
Rs. 70.00 spent on Rapido via Axis. Ref: RP123. 07-08-2025.,Travel,70.0
"Rs. 2,950.00 debited for flight via Paytm. Ref ID: FL789. 06-08-2025.",Travel,2950.0
Rs. 340.00 paid for petrol at HPCL via SBI. Ref: HP456. 05-08-2025.,Travel,340.0
"Rs. 1,650.00 spent on train ticket via HDFC. Ref ID: IRCTC321. 04-08-2025.",Travel,1650.0
Rs. 210.00 debited for Uber via Paytm. Ref: UB987. 03-08-2025.,Travel,210.0
Rs. 55.00 paid for Rapido via ICICI. Ref ID: RP654. 02-08-2025.,Travel,55.0
"Rs. 3,400.00 spent on flight via Axis. Ref: FL123. 01-08-2025.",Travel,3400.0
Rs. 295.00 debited for petrol at Indian Oil via Paytm. Ref ID: IO987. 31-07-2025.,Travel,295.0
"Rs. 1,800.00 paid for train ticket via SBI. Ref: IRCTC456. 30-07-2025.",Travel,1800.0
Rs. 225.00 spent on Uber via HDFC. Ref ID: UB321. 29-07-2025.,Travel,225.0
Rs. 65.00 debited for Rapido via Axis. Ref: RP456. 28-07-2025.,Travel,65.0
"Rs. 2,900.00 paid for flight via Paytm. Ref ID: FL987. 27-07-2025.",Travel,2900.0
Rs. 285.00 spent on petrol at Bharat Petroleum via ICICI. Ref: BP654. 26-07-2025.,Travel,285.0
"Rs. 1,750.00 debited for train ticket via HDFC. Ref ID: IRCTC321. 25-07-2025.",Travel,1750.0
Rs. 200.00 paid for Uber via Paytm. Ref: UB654. 24-07-2025.,Travel,200.0
Rs. 80.00 spent on Rapido via SBI. Ref ID: RP123. 23-07-2025.,Travel,80.0
"Rs. 3,100.00 debited for flight via Axis. Ref: FL456. 22-07-2025.",Travel,3100.0
Rs. 340.00 paid for petrol at HPCL via Paytm. Ref ID: HP321. 21-07-2025.,Travel,340.0
"Rs. 1,600.00 spent on train ticket via ICICI. Ref: IRCTC987. 20-07-2025.",Travel,1600.0
Rs. 210.00 debited for Uber via HDFC. Ref ID: UB987. 19-07-2025.,Travel,210.0
Rs. 60.00 paid for Rapido via Axis. Ref: RP456. 18-07-2025.,Travel,60.0
"Rs. 2,800.00 spent on flight via Paytm. Ref ID: FL321. 17-07-2025.",Travel,2800.0
Rs. 295.00 debited for petrol at Indian Oil via SBI. Ref: IO654. 16-07-2025.,Travel,295.0
"Rs. 1,500.00 paid for train ticket via HDFC. Ref ID: IRCTC654. 15-07-2025.",Travel,1500.0
Rs. 230.00 spent on Uber via Paytm. Ref: UB123. 14-07-2025.,Travel,230.0
Rs. 85.00 debited for Rapido via ICICI. Ref ID: RP789. 13-07-2025.,Travel,85.0
"Rs. 3,200.00 paid for flight via Axis. Ref: FL456. 12-07-2025.",Travel,3200.0
Rs. 310.00 spent on petrol at Bharat Petroleum via Paytm. Ref ID: BP321. 11-07-2025.,Travel,310.0
"Rs. 1,300.00 debited for train ticket via SBI. Ref: IRCTC987. 10-07-2025.",Travel,1300.0
Rs. 190.00 paid for Uber via HDFC. Ref ID: UB456. 09-07-2025.,Travel,190.0
Rs. 70.00 spent on Rapido via Axis. Ref: RP123. 08-07-2025.,Travel,70.0
"Rs. 2,950.00 debited for flight via Paytm. Ref ID: FL789. 07-07-2025.",Travel,2950.0
Rs. 340.00 paid for petrol at HPCL via ICICI. Ref: HP654. 06-07-2025.,Travel,340.0
"Rs. 1,650.00 spent on train ticket via HDFC. Ref ID: IRCTC321. 05-07-2025.",Travel,1650.0
Rs. 210.00 debited for Uber via Paytm. Ref: UB987. 04-07-2025.,Travel,210.0
Rs. 55.00 paid for Rapido via SBI. Ref ID: RP456. 03-07-2025.,Travel,55.0
"Rs. 3,400.00 spent on flight via Axis. Ref: FL123. 02-07-2025.",Travel,3400.0
Rs. 295.00 debited for petrol at Indian Oil via Paytm. Ref ID: IO987. 01-07-2025.,Travel,295.0
"Rs. 1,800.00 paid for train ticket via ICICI. Ref: IRCTC456. 30-06-2025.",Travel,1800.0
Rs. 225.00 spent on Uber via HDFC. Ref ID: UB321. 29-06-2025.,Travel,225.0
Rs. 65.00 debited for Rapido via Axis. Ref: RP456. 28-06-2025.,Travel,65.0
"Rs. 2,900.00 paid for flight via Paytm. Ref ID: FL987. 27-06-2025.",Travel,2900.0
Rs. 285.00 spent on petrol at Bharat Petroleum via SBI. Ref: BP654. 26-06-2025.,Travel,285.0
"Rs. 1,750.00 debited for train ticket via HDFC. Ref ID: IRCTC321. 25-06-2025.",Travel,1750.0
Rs. 200.00 paid for Uber via Paytm. Ref: UB654. 24-06-2025.,Travel,200.0
Rs. 80.00 spent on Rapido via ICICI. Ref ID: RP123. 23-06-2025.,Travel,80.0
"Rs. 3,100.00 debited for flight via Axis. Ref: FL456. 22-06-2025.",Travel,3100.0
Rs. 340.00 paid for petrol at HPCL via Paytm. Ref ID: HP321. 21-06-2025.,Travel,340.0
"Rs. 1,600.00 spent on train ticket via SBI. Ref: IRCTC987. 20-06-2025.",Travel,1600.0
Rs. 210.00 debited for Uber via HDFC. Ref ID: UB987. 19-06-2025.,Travel,210.0
Rs. 60.00 paid for Rapido via Axis. Ref: RP456. 18-06-2025.,Travel,60.0
"Rs. 2,800.00 spent on flight via Paytm. Ref ID: FL321. 17-06-2025.",Travel,2800.0
Rs. 295.00 debited for petrol at Indian Oil via ICICI. Ref: IO654. 16-06-2025.,Travel,295.0
"Rs. 1,500.00 paid for train ticket via HDFC. Ref ID: IRCTC654. 15-06-2025.",Travel,1500.0
Rs. 230.00 spent on Uber via Paytm. Ref: UB123. 14-06-2025.,Travel,230.0
Rs. 85.00 debited for Rapido via SBI. Ref ID: RP789. 13-06-2025.,Travel,85.0
"Rs. 3,200.00 paid for flight via Axis. Ref: FL456. 12-06-2025.",Travel,3200.0
Rs. 310.00 spent on petrol at Bharat Petroleum via Paytm. Ref ID: BP321. 11-06-2025.,Travel,310.0
"Rs. 1,300.00 debited for train ticket via ICICI. Ref: IRCTC987. 10-06-2025.",Travel,1300.0
Rs. 190.00 paid for Uber via HDFC. Ref ID: UB456. 09-06-2025.,Travel,190.0
Rs. 70.00 spent on Rapido via Axis. Ref: RP123. 08-06-2025.,Travel,70.0
"Rs. 2,950.00 debited for flight via Paytm. Ref ID: FL789. 07-06-2025.",Travel,2950.0
Rs. 340.00 paid for petrol at HPCL via SBI. Ref: HP654. 06-06-2025.,Travel,340.0
"Rs. 1,650.00 spent on train ticket via HDFC. Ref ID: IRCTC321. 05-06-2025.",Travel,1650.0
Rs. 210.00 debited for Uber via Paytm. Ref: UB987. 04-06-2025.,Travel,210.0
Rs. 55.00 paid for Rapido via ICICI. Ref ID: RP456. 03-06-2025.,Travel,55.0
"Rs. 3,400.00 spent on flight via Axis. Ref: FL123. 02-06-2025.",Travel,3400.0
Rs. 295.00 debited for petrol at Indian Oil via Paytm. Ref ID: IO987. 01-06-2025.,Travel,295.0
"Rs. 1,800.00 paid for train ticket via SBI. Ref: IRCTC456. 31-05-2025.",Travel,1800.0
Rs. 225.00 spent on Uber via HDFC. Ref ID: UB321. 30-05-2025.,Travel,225.0
Rs. 65.00 debited for Rapido via Axis. Ref: RP456. 29-05-2025.,Travel,65.0
"Rs. 2,900.00 paid for flight via Paytm. Ref ID: FL987. 28-05-2025.",Travel,2900.0
Rs. 285.00 spent on petrol at Bharat Petroleum via ICICI. Ref: BP654. 27-05-2025.,Travel,285.0
"Rs. 1,750.00 debited for train ticket via HDFC. Ref ID: IRCTC321. 26-05-2025.",Travel,1750.0
Rs. 200.00 paid for Uber via Paytm. Ref: UB654. 25-05-2025.,Travel,200.0
Rs. 80.00 spent on Rapido via SBI. Ref ID: RP123. 24-05-2025.,Travel,80.0
"Rs. 3,100.00 debited for flight via Axis. Ref: FL456. 23-05-2025.",Travel,3100.0
Rs. 340.00 paid for petrol at HPCL via Paytm. Ref ID: HP321. 22-05-2025.,Travel,340.0
"Rs. 1,600.00 spent on train ticket via ICICI. Ref: IRCTC987. 21-05-2025.",Travel,1600.0
Rs. 210.00 debited for Uber via HDFC. Ref ID: UB987. 20-05-2025.,Travel,210.0
Rs. 60.00 paid for Rapido via Axis. Ref: RP456. 19-05-2025.,Travel,60.0
"Rs. 2,800.00 spent on flight via Paytm. Ref ID: FL321. 18-05-2025.",Travel,2800.0
Rs. 295.00 debited for petrol at Indian Oil via SBI. Ref: IO654. 17-05-2025.,Travel,295.0
"Rs. 1,500.00 paid for train ticket via HDFC. Ref ID: IRCTC654. 16-05-2025.",Travel,1500.0
Rs. 230.00 spent on Uber via Paytm. Ref: UB123. 15-05-2025.,Travel,230.0
Rs. 85.00 debited for Rapido via ICICI. Ref ID: RP789. 14-05-2025.,Travel,85.0
"Rs. 3,200.00 paid for flight via Axis. Ref: FL456. 13-05-2025.",Travel,3200.0
Rs. 310.00 spent on petrol at Bharat Petroleum via Paytm. Ref ID: BP321. 12-05-2025.,Travel,310.0
"Rs. 1,300.00 debited for train ticket via SBI. Ref: IRCTC987. 11-05-2025.",Travel,1300.0
Rs. 190.00 paid for Uber via HDFC. Ref ID: UB456. 10-05-2025.,Travel,190.0
